roll_no,study_hours,attendance,previous_marks,assignment_scores,pass_fail
STU4109,4.9,60.5,40.6,54.9,0
STU1453,6.3,87.6,91.2,77.3,1
STU3302,2.7,54.2,44.4,43.9,0
STU2328,7.3,84.5,83.7,87.9,1
STU3945,2.1,69.3,35.5,49.7,0
STU3050,3.3,65.5,41.3,42.3,0
STU1881,10.0,74.6,90.0,86.3,1
STU4644,3.3,50.0,35.0,56.2,0
STU4887,3.0,61.0,51.8,65.8,0
STU1624,9.1,96.5,88.2,84.7,1
STU3394,2.8,59.1,38.8,51.1,0
STU4691,3.7,57.4,60.7,56.3,0
STU2788,6.6,82.7,97.5,80.5,1
STU1263,3.6,95.4,88.1,83.9,1
STU2635,7.1,90.5,75.7,98.0,1
STU4370,3.6,72.0,43.8,40.3,0
STU2439,8.1,80.3,84.7,74.4,1
STU3199,5.6,72.3,38.2,50.8,0
STU2970,8.9,95.7,77.3,92.9,1
STU3521,2.9,58.7,45.0,54.0,0
STU2803,6.6,80.7,78.7,79.4,1
STU1641,7.1,98.9,88.5,77.3,1
STU4983,3.8,50.0,48.2,59.7,0
STU3386,1.6,60.9,44.4,52.0,0
STU3599,2.0,64.3,51.3,40.0,0
STU4886,2.0,68.1,35.0,53.7,0
STU2960,7.8,89.1,98.4,82.3,1
STU3977,3.5,68.0,51.3,42.3,0
STU1489,9.5,88.2,89.0,87.8,1
STU2844,7.6,79.8,65.0,82.2,1
STU2735,8.5,92.8,77.4,85.8,1
STU3912,2.3,64.7,39.3,40.0,0
STU4220,2.7,58.9,35.0,57.0,0
STU1147,6.0,78.4,85.1,85.4,1
STU2535,6.9,100.0,80.7,81.3,1
STU2987,8.4,91.3,75.6,86.5,1
STU2370,6.4,88.8,94.7,81.5,1
STU3451,1.3,65.6,43.4,48.7,0
STU4913,2.4,60.9,58.0,42.3,0
STU4003,3.7,70.9,35.0,50.5,0
STU3812,3.6,63.8,42.6,55.5,0
STU1660,7.3,91.3,75.6,87.1,1
STU2795,7.8,88.0,79.7,85.5,1
STU4421,3.5,63.5,37.7,55.8,0
STU3512,3.8,62.0,45.9,47.7,0
STU4398,2.7,55.6,39.2,49.0,0
STU1187,8.1,79.5,100.0,87.9,1
STU2148,5.8,83.7,80.3,66.4,1
STU4273,2.1,56.3,55.7,50.8,0
STU1609,5.4,93.4,87.5,79.5,1
STU3192,2.7,59.9,53.6,51.5,0
STU3800,4.5,71.8,57.9,47.1,0
STU4583,1.5,58.5,35.0,50.9,0
STU2931,6.0,92.0,74.3,89.3,1
STU4030,2.5,64.0,47.7,54.4,0
STU1198,7.7,88.1,69.5,81.7,1
STU4682,1.7,59.7,47.9,54.3,0
STU3932,3.4,76.8,40.0,40.0,0
STU3328,2.9,66.0,35.0,40.0,0
STU1294,8.5,83.2,80.3,88.1,1
STU1767,7.5,87.8,72.5,99.9,1
STU1401,5.6,83.7,85.9,87.3,1
STU1123,9.2,87.9,89.7,79.7,1
STU4256,2.7,67.0,43.1,47.9,0
STU1203,8.8,92.3,74.1,100.0,1
STU4511,1.0,70.1,43.1,58.0,0
STU1836,7.8,86.2,82.7,76.8,1
STU3295,4.2,62.8,52.8,50.5,0
STU2440,8.4,89.8,81.5,89.4,1
STU2734,7.1,88.9,80.5,85.0,1
STU2696,9.8,86.1,86.2,95.2,1
STU4900,4.2,70.3,36.5,41.6,0
STU2708,9.8,96.1,84.4,84.7,1
STU4879,2.0,64.4,47.4,45.9,0
STU2154,5.9,85.8,77.8,89.6,1
STU2662,7.4,83.6,74.6,86.0,1
STU4475,1.0,58.3,35.0,43.0,0
STU3433,2.5,64.5,35.0,61.6,0
STU4751,2.7,67.2,43.4,58.6,0
STU2760,9.1,87.9,88.8,75.9,1
STU1855,9.2,95.3,91.5,85.2,1
STU2590,7.6,85.6,94.3,86.2,1
STU3268,2.0,61.0,50.0,56.9,0
STU1642,9.5,86.7,83.0,97.6,1
STU1002,7.3,87.1,81.8,80.6,1
STU3161,3.0,50.1,41.7,58.5,0
STU1699,8.6,91.7,83.0,77.1,1
STU4914,4.1,56.3,35.0,45.5,0
STU4000,4.1,59.7,35.2,48.8,0
STU4697,3.3,57.0,50.7,48.9,0
STU2637,6.4,86.0,98.7,77.3,1
STU4185,3.0,58.3,41.5,47.8,0
STU4459,4.4,56.1,51.0,44.3,0
STU4458,3.3,68.6,45.2,48.7,0
STU4582,1.6,65.7,37.6,52.2,0
STU2292,10.0,73.1,85.7,80.5,1
STU4806,1.8,57.5,44.7,58.1,0
STU3490,2.4,55.8,52.5,40.0,0
STU2521,9.0,91.0,76.0,91.9,1
STU2854,8.6,81.4,74.2,88.8,1
STU2137,8.9,93.7,85.8,80.4,1
STU4305,4.3,54.1,35.0,54.5,0
STU4863,3.8,67.0,38.2,46.4,0
STU2632,6.5,84.2,88.9,79.0,1
STU4744,3.4,61.1,35.1,52.3,0
STU4446,1.3,66.7,55.8,53.8,0
STU2999,7.3,97.9,85.7,96.6,1
STU1664,6.8,82.3,78.2,66.0,1
STU1684,8.1,92.4,76.4,84.6,1
STU2258,8.0,83.7,76.1,89.5,1
STU4767,4.2,60.5,38.9,49.9,0
STU4749,2.4,64.4,62.8,57.9,0
STU1318,7.1,84.3,91.0,81.3,1
STU1649,7.2,88.1,69.1,92.7,1
STU2435,7.3,100.0,87.5,81.8,1
STU2480,7.0,96.3,90.8,82.5,1
STU1710,9.5,97.4,81.7,83.0,1
STU4431,4.1,59.9,39.7,44.8,0
STU2283,8.3,75.1,90.2,98.8,1
STU2769,7.6,92.0,83.6,89.9,1
STU1973,8.5,79.8,73.9,98.4,1
STU3676,4.2,57.9,47.9,65.1,0
STU3681,2.0,55.3,48.8,44.5,0
STU2307,7.5,91.2,81.0,92.2,1
STU2401,6.2,90.9,72.5,80.6,1
STU2409,7.1,86.7,80.4,71.9,1
STU4297,2.4,55.6,49.5,45.0,0
STU3238,2.1,60.5,38.9,47.8,0
STU4303,3.8,56.2,40.6,54.2,0
STU2497,10.0,92.9,81.0,81.4,1
STU4420,2.9,68.7,47.6,47.2,0
STU3039,3.1,66.9,58.9,56.8,0
STU2530,6.2,81.7,81.1,70.7,1
STU2664,6.8,89.9,70.2,89.6,1
STU2355,6.8,84.4,77.7,94.2,1
STU4896,2.3,60.0,49.5,45.2,0
STU4924,4.4,57.1,58.5,59.5,0
STU4628,5.8,57.0,56.2,54.7,0
STU2644,8.0,87.8,92.9,85.1,1
STU2052,8.0,83.7,84.8,87.8,1
STU1796,8.8,82.9,71.9,94.8,1
STU3694,3.1,61.3,45.2,57.7,0
STU4061,3.1,52.6,49.2,62.7,0
STU2598,10.0,94.0,79.8,77.6,1
STU3605,3.9,63.5,51.9,40.0,0
STU3730,2.9,53.1,48.3,53.3,0
STU3626,3.4,59.7,48.4,68.0,0
STU2820,6.3,80.9,79.9,86.6,1
STU4158,3.8,60.6,60.1,57.1,0
STU4315,3.1,60.8,50.5,45.0,0
STU2723,8.4,78.2,75.9,86.2,1
STU2184,5.6,86.0,84.9,78.5,1
STU3573,3.7,52.3,47.6,51.6,0
STU2060,7.1,85.6,78.6,89.8,1
STU1541,8.5,83.7,73.7,87.0,1
STU4243,3.2,59.2,35.7,54.7,0
STU2679,8.7,95.2,84.9,80.1,1
STU3797,2.6,50.0,37.3,58.0,0
STU4851,2.5,65.7,37.7,64.7,0
STU4479,3.3,51.8,47.8,62.9,0
STU3533,3.7,58.5,47.2,57.2,0
STU2758,8.6,100.0,79.3,100.0,1
STU2924,7.8,78.3,82.7,94.0,1
STU1096,5.7,87.5,73.7,90.2,1
STU2021,8.1,95.2,81.5,99.3,1
STU1564,7.1,89.5,83.8,95.3,1
STU4313,4.4,55.2,50.2,61.7,0
STU3791,1.0,59.9,48.6,52.0,0
STU1864,9.7,92.1,71.2,86.8,1
STU4647,3.8,71.2,45.2,42.8,0
STU4763,3.4,50.0,42.1,61.1,0
STU2485,7.8,81.9,62.9,82.6,1
STU3940,3.0,67.3,55.6,49.4,0
STU4626,2.5,50.0,56.1,69.7,0
STU2882,9.4,89.1,93.1,83.3,1
STU2039,7.8,82.2,95.0,69.0,1
STU1207,8.1,96.9,86.0,82.2,1
STU1393,5.9,79.0,84.6,73.9,1
STU3843,3.1,55.4,47.3,61.1,0
STU1871,7.3,84.2,100.0,87.9,1
STU1398,9.1,82.0,74.3,76.0,1
STU3815,3.5,58.3,49.4,64.1,0
STU4840,1.9,62.8,48.8,44.8,0
STU4290,4.2,77.6,48.2,54.5,0
STU2029,8.2,84.9,92.3,76.9,1
STU3691,3.8,57.9,41.8,52.2,0
STU2486,8.6,84.9,88.0,80.6,1
STU3661,5.7,73.2,41.8,55.0,0
STU4811,2.6,55.5,60.5,40.0,0
STU1961,8.3,83.1,79.5,92.8,1
STU2571,8.5,86.2,82.0,77.4,1
STU3774,3.9,72.8,50.8,43.1,0
STU2896,7.1,94.0,90.1,81.2,1
STU3732,3.1,64.7,49.6,48.1,0
STU3147,3.9,52.6,53.6,41.0,0
STU1805,7.0,87.4,79.9,79.0,1
STU2752,8.3,90.0,72.1,87.2,1
STU4646,2.9,67.7,41.2,50.3,0
STU3455,2.0,54.1,41.6,44.7,0
STU1503,5.8,86.0,69.3,88.1,1
STU4120,4.7,69.8,48.9,66.8,0
STU4105,2.1,67.4,47.9,54.8,0
STU3978,3.1,57.3,35.8,52.9,0
STU1780,8.2,90.9,56.6,83.9,1
STU2864,5.4,86.7,67.6,80.5,1
STU1201,7.9,98.8,83.9,81.1,1
STU3183,3.2,67.9,44.2,48.5,0
STU4100,2.7,60.4,45.3,40.0,0
STU3089,3.7,68.2,54.9,44.7,0
STU4066,2.8,59.4,58.4,55.2,0
STU3279,2.2,63.1,47.2,55.9,0
STU4562,2.3,52.9,46.4,49.1,0
STU2797,7.1,87.0,100.0,75.6,1
STU1379,10.0,85.5,84.4,91.3,1
STU3337,2.1,55.4,42.6,48.8,0
STU1419,8.9,90.3,79.2,88.4,1
STU2699,8.1,93.6,81.2,88.1,1
STU1392,8.1,82.4,88.6,85.0,1
STU3641,5.0,64.2,35.0,66.4,0
STU2523,7.2,82.2,88.0,86.2,1
STU2163,5.8,85.2,81.3,88.8,1
STU4135,1.5,63.4,43.8,52.9,0
STU2496,9.9,99.6,71.8,81.5,1
STU3696,4.2,53.4,53.9,40.0,0
STU3028,3.3,60.0,64.6,43.8,0
STU2153,6.7,70.6,86.1,78.9,1
STU2368,6.4,89.1,79.6,81.7,1
STU3569,3.7,58.2,35.0,44.8,0
STU1065,8.5,89.6,74.1,86.3,1
STU3063,1.5,69.1,40.2,43.0,0
STU2181,7.7,93.9,83.7,87.2,1
STU4113,4.4,62.3,52.0,47.4,0
STU1493,7.6,85.0,77.3,91.7,1
STU1380,6.5,89.6,75.8,85.5,1
STU3236,4.1,63.2,40.6,55.8,0
STU1764,7.4,84.2,85.1,96.7,1
STU3265,1.0,68.1,35.0,52.7,0
STU1792,7.7,84.7,78.8,81.8,1
STU2077,5.6,92.7,82.3,90.6,1
STU1879,7.5,89.8,76.5,82.9,1
STU1338,7.1,88.3,86.0,81.9,1
STU4821,3.5,57.6,47.3,48.9,0
STU3768,3.4,74.6,46.5,65.9,0
STU4797,3.1,50.0,41.8,47.5,0
STU3344,1.7,54.3,51.1,52.3,0
STU4774,3.0,65.7,49.5,54.7,0
STU2017,6.7,78.9,65.2,84.8,1
STU2276,7.7,96.1,88.3,80.1,1
STU4799,3.1,75.8,56.9,44.0,0
STU4534,2.5,50.0,54.7,40.0,0
STU1456,6.5,96.9,84.3,78.0,1
STU4343,4.7,58.2,40.5,56.2,0
STU1816,5.7,92.9,80.0,86.2,1
STU3318,4.1,50.0,48.3,54.7,0
STU1996,7.2,88.5,81.6,82.9,1
STU2982,5.8,97.8,95.0,81.5,1
STU1202,8.2,86.9,73.3,77.3,1
STU1162,8.4,89.5,85.8,91.1,1
STU2580,6.5,81.6,82.1,75.0,1
STU3778,4.5,59.5,55.2,41.7,0
STU3450,3.6,60.2,44.1,59.1,0
STU1703,6.7,100.0,87.3,69.5,1
STU2501,8.4,95.1,87.6,97.1,1
STU4894,3.0,59.8,44.4,40.0,0
STU4844,1.8,57.8,45.1,85.8,0
STU2130,7.9,85.5,82.8,94.2,1
STU3614,3.0,56.6,57.5,50.3,0
STU4462,3.2,65.5,46.6,56.2,0
STU2022,6.8,85.2,76.1,73.6,1
STU4074,4.8,62.6,48.7,62.9,0
STU4460,3.0,58.9,44.6,54.3,0
STU2586,8.3,80.2,76.2,79.2,1
STU2956,9.1,84.3,88.9,99.7,1
STU4153,4.3,52.2,37.8,40.0,0
STU3254,2.1,55.9,51.8,56.8,0
STU1035,8.5,94.4,75.5,75.0,1
STU1776,5.6,86.3,88.3,90.8,1
STU3557,2.8,64.2,45.1,40.0,0
STU4500,5.0,58.5,43.4,48.8,0
STU2479,6.4,94.9,78.1,98.4,1
STU4004,1.1,68.0,37.6,57.6,0
STU2391,8.1,78.5,76.4,94.0,1
STU3140,3.6,51.6,52.9,52.8,0
STU2364,6.3,79.9,74.6,81.1,1
STU3946,3.0,71.7,51.7,63.7,0
STU3613,3.4,73.1,35.0,58.0,0
STU4418,3.6,57.9,36.5,47.4,0
STU3825,4.2,53.1,40.6,60.9,0
STU3042,3.0,60.3,44.2,45.3,0
STU1242,7.4,91.5,89.1,78.4,1
STU3062,3.4,63.9,35.0,44.2,0
STU3364,2.7,52.1,41.1,40.0,0
STU1601,8.4,76.7,80.3,76.0,1
STU3436,3.4,63.4,43.0,67.1,0
STU2298,7.2,82.3,88.1,77.6,1
STU3215,2.6,50.0,54.8,55.7,0
STU3889,3.1,72.5,46.0,60.4,0
STU3069,3.2,63.7,49.0,42.1,0
STU1647,4.3,85.8,70.9,88.9,1
STU4891,4.6,59.1,50.6,58.2,0
STU4557,1.6,65.4,35.0,55.7,0
STU4203,2.7,56.7,40.1,40.0,0
STU2529,6.9,77.0,80.6,74.6,1
STU3880,2.5,54.9,51.7,46.2,0
STU2268,6.4,85.7,77.6,85.5,1
STU4639,2.5,60.3,58.4,43.1,0
STU2900,7.1,90.3,90.7,81.6,1
STU1563,8.5,82.4,74.8,83.6,1
STU4951,4.2,72.2,40.0,52.1,0
STU3735,1.5,54.1,41.8,50.4,0
STU4006,1.9,60.3,37.9,43.2,0
STU1190,5.7,91.5,81.5,94.0,1
STU2807,7.8,88.2,63.6,88.0,1
STU1976,5.2,88.6,71.0,85.2,1
STU3748,2.9,54.5,38.6,40.0,0
STU4548,4.0,50.1,53.3,49.9,0
STU3048,2.4,63.7,47.6,49.6,0
STU4754,3.6,59.9,45.7,52.9,0
STU3559,3.1,61.2,36.0,42.4,0
STU2083,7.1,76.2,82.7,79.5,1
STU1475,9.5,89.8,88.8,72.2,1
STU4633,2.9,81.4,54.3,40.0,0
STU3905,2.7,61.3,35.0,40.0,0
STU1748,6.6,81.1,73.3,88.6,1
STU3301,4.8,77.3,46.8,51.1,0
STU1022,7.2,89.7,70.6,87.8,1
STU4386,3.6,60.7,46.6,57.0,0
STU1460,6.1,90.8,87.3,85.9,1
STU2185,6.3,83.3,90.3,85.3,1
STU3325,3.3,63.5,52.6,40.0,0
STU1956,8.8,98.5,70.9,72.7,1
STU2216,9.0,98.7,86.0,88.9,1
STU3434,4.0,61.6,47.6,52.0,0
STU3854,1.0,58.9,41.3,45.4,0
STU4486,4.6,61.8,51.4,47.8,0
STU2516,7.4,90.9,69.8,88.3,1
STU3392,3.1,71.7,62.6,59.6,0
STU1770,9.7,86.8,88.4,80.6,1
STU4381,3.2,65.8,51.6,52.5,0
STU2686,8.9,82.9,70.0,91.3,1
STU1131,5.6,90.6,80.1,87.1,1
STU4736,3.0,61.1,51.6,62.4,0
STU3920,4.1,59.7,36.3,41.9,0
STU4172,3.2,64.7,54.2,64.2,0
STU4445,4.8,50.9,70.5,44.9,0
STU3136,3.1,58.2,48.5,54.5,0
STU2483,9.6,85.8,82.7,81.1,1
STU1331,7.5,86.2,87.5,94.2,1
STU2239,8.2,89.1,83.4,78.5,1
STU1467,8.2,83.4,88.8,79.1,1
STU3170,3.1,57.9,45.6,66.7,0
STU2639,10.0,87.3,79.3,95.0,1
STU4093,1.9,61.5,48.6,59.5,0
STU4773,1.6,66.6,43.9,43.6,0
STU2096,7.4,95.7,79.2,73.0,1
STU2131,7.9,87.5,85.5,84.5,1
STU2295,7.6,80.8,92.6,85.9,1
STU1861,7.7,84.8,78.2,79.2,1
STU4508,4.0,59.2,43.7,47.9,0
STU4175,4.4,67.3,50.2,67.6,0
